FID,FID_1,CODE_MECAN,RESEAU,COMMUNE,PROVINCE,NOM_REGION,ADRESSE,XX,XY,OBJECTID,ID,NAME,TOTPOP_CY
511,1477,74200,LAAYOUNE VILLE,LAAYOUNE,LAAYOUNE,LAAYOUNE,Mokhayam El ouahda 70003 LAAYOUNE,-13.185000000000000,27.146000000000001,26,1602,Laâyoune,253789
512,1483,74072,LAAYOUNE AL MASSIRA,LAAYOUNE,LAAYOUNE,LAAYOUNE,"N° 1, AV Abou Baker Essédik,Hay Al Massira 70036 Laayoune",-13.183000000000000,27.137000000000000,26,1602,Laâyoune,253789
513,1498,74500,LAAYOUNE AL AMAL,LAAYOUNE,LAAYOUNE,LAAYOUNE,NON DENOME QUARTIER ALAMAL 70004 LAAYOUNE,-13.170000000000000,27.132000000000001,26,1602,Laâyoune,253789
514,1499,74062,LAAYOUNE HAY ERRAHMA,LAAYOUNE,LAAYOUNE,LAAYOUNE,NON DENOME QUARTIER ALAMAL 70014 LAAYOUNE,-13.193000000000000,27.140999999999998,26,1602,Laâyoune,253789
515,1594,74100,LAAYOUNE PORT,EL MARSA,LAAYOUNE,LAAYOUNE,Route de boujdour Administratif 70002 EL MARSA,-13.411000000000000,26.925999999999998,26,1602,Laâyoune,253789
516,1687,74070,LAAYOUNE RHIBA,LAAYOUNE,LAAYOUNE,LAAYOUNE,Rue OUAD BAHT N° 48 Hay Khat Ramla 70032 Laayoune,-13.196999999999999,27.126999999999999,26,1602,Laâyoune,253789
517,1602,62700,TARFAYA,TARFAYA,LAAYOUNE,LAAYOUNE,Route de la Poste et rue majjat 70052 TARFAYA,-12.925000000000001,27.939000000000000,27,1603,Tarfaya,13357
518,354,70900,AIT OURIR,AIT OURIR,AL HAOUZ,MARRAKECH,Centre Ait Ourir 42052 AIT OURIR,-7.672000000000000,31.564000000000000,28,1701,Al Haouz,526072
519,361,70100,AMIZMIZ,AMIZMIZ,AL HAOUZ,MARRAKECH,Centre Amizmiz 42103 AL HAOUZ,-8.241000000000000,31.213999999999999,28,1701,Al Haouz,526072
520,368,95300,ASNI,ASNI,AL HAOUZ,MARRAKECH,Centre Asni   42152 AL HAOUZ,-7.981000000000000,31.250000000000000,28,1701,Al Haouz,526072
521,423,69500,IGOUDAR,SIDI BADHAJ,AL HAOUZ,MARRAKECH,Centre Igoudar   42402 AL HAOUZ,-8.217000000000001,31.291000000000000,28,1701,Al Haouz,526072
522,432,68900,LALLA TAKARKOUSTE,LALLA TAKARKOUST,AL HAOUZ,MARRAKECH,Centre Lalla Takerkouste 42202 AL HAOUZ,-8.135000000000000,31.361000000000001,28,1701,Al Haouz,526072
523,460,69800,RHMATE,GHMATE,AL HAOUZ,MARRAKECH,Centre Rhmate 42252 AL HAOUZ,-7.803000000000000,31.420999999999999,28,1701,Al Haouz,526072
524,494,95800,TAHANAOUTE,TAHANNAOUT,AL HAOUZ,MARRAKECH,Centre Tahannaoute 42302 AL HAOUZ,-7.944000000000000,31.356000000000002,28,1701,Al Haouz,526072
525,498,68300,TAMESLOUHTE,TAMESLOUHT,AL HAOUZ,MARRAKECH,Centre Tamesloht 42312 AL HAOUZ,-8.093000000000000,31.494000000000000,28,1701,Al Haouz,526072
526,508,69000,TIZGUINE,TIZGUINE,AL HAOUZ,MARRAKECH,Centre Tizguine 42102 AL HAOUZ,-8.302000000000000,31.239999999999998,28,1701,Al Haouz,526072
527,515,95700,TLETA NYACOUB,TALAT N'YAAQOUB,AL HAOUZ,MARRAKECH,Centre Tleta N'Yacoub   42353 AL HAOUZ,-8.186000000000000,30.983000000000001,28,1701,Al Haouz,526072
528,518,69700,TNINE OURIKA,OURIKA,AL HAOUZ,MARRAKECH,Centre Tnine Ourika   42452 AL HAOUZ,-7.775000000000000,31.373000000000001,28,1701,Al Haouz,526072
529,534,70931,ABADOU,ABADOU,AL HAOUZ,MARRAKECH,commune ABADOU  42072 AL HAOUZ,-7.310000000000000,31.581000000000000,28,1701,Al Haouz,526072
530,577,70932,AIT AADEL,AIT AADEL,AL HAOUZ,MARRAKECH,commune AIT AADEL  42073 AL HAOUZ,-7.265000000000000,31.655999999999999,28,1701,Al Haouz,526072
531,591,70938,AIT FASKA,AIT FASKA,AL HAOUZ,MARRAKECH,commune AIT FASKA 42082 AL HAOUZ,-7.677000000000000,31.536999999999999,28,1701,Al Haouz,526072
532,625,70939,AIT SIDI DAOUD,AIT SIDI DAOUD,AL HAOUZ,MARRAKECH,commune AIT SIDI DAOUD 42083 AL HAOUZ,-7.636000000000000,31.651000000000000,28,1701,Al Haouz,526072
533,664,70132,ANOUGAL,ANOUGAL,AL HAOUZ,MARRAKECH,commune ANOUGAL  42124 AL HAOUZ,-8.265000000000001,31.137000000000000,28,1701,Al Haouz,526072
534,691,70130,AZGOUR,AZGOUR,AL HAOUZ,MARRAKECH,commune AZGOUR  42122 AL HAOUZ,-8.313000000000001,31.140999999999998,28,1701,Al Haouz,526072
535,872,95332,IMGDAL,IMGDAL,AL HAOUZ,MARRAKECH,commune IMGDAL  42172 AL HAOUZ,-8.119999999999999,31.123000000000001,28,1701,Al Haouz,526072
536,1022,95333,MOULAY BRAHIM,MY BRAHIM,AL HAOUZ,MARRAKECH,commune MY BRAHIM  42174 AL HAOUZ,-7.969000000000000,31.285000000000000,28,1701,Al Haouz,526072
537,1056,95331,OUIRGANE,OUIRGANE,AL HAOUZ,MARRAKECH,commune OUIRGANE  42173 AL HAOUZ,-8.070000000000000,31.170000000000002,28,1701,Al Haouz,526072
538,1059,69731,OUKAIMEDEN,OUKAIMDEN,AL HAOUZ,MARRAKECH,commune OUKAIMDEN  40273 AL HAOUZ,-7.857000000000000,31.207999999999998,28,1701,Al Haouz,526072
539,1167,70039,HAD ABADALLAH RHIATE,SIDI ABDALLAH GHIAT,AL HAOUZ,MARRAKECH,commune SIDI ABDALLAH GHIAT40066 AL HAOUZ,-7.845000000000000,31.516999999999999,28,1701,Al Haouz,526072
540,1244,69730,AGHBALOU,STI FADMA,AL HAOUZ,MARRAKECH,commune STI FADMA  42472 AL HAOUZ,-7.736000000000000,31.311000000000000,28,1701,Al Haouz,526072
541,1275,69830,TAMAZOUZTE,TAMAZOUZTE,AL HAOUZ,MARRAKECH,commune TAMAZOUZTE  42272 AL HAOUZ,-7.767000000000000,31.457000000000001,28,1701,Al Haouz,526072
542,1308,70933,TIDILI MESFIOUA,TIDILI MESFIOUA,AL HAOUZ,MARRAKECH,commune TIDILI MESFIOUA 42085 AL HAOUZ,-7.606000000000000,31.460999999999999,28,1701,Al Haouz,526072
543,1313,70934,ARBAA TIRHEDOUINE,TIGHEDOUINE,AL HAOUZ,MARRAKECH,commune TIGHEDOUINE  42074 AL HAOUZ,-7.506000000000000,31.434000000000001,28,1701,Al Haouz,526072
544,1344,70937,TOUAMA,TOUAMA,AL HAOUZ,MARRAKECH,commune TOUAMA 42086 AL HAOUZ,-7.496000000000000,31.536999999999999,28,1701,Al Haouz,526072
545,1366,70935,HAD ZERKTEN,ZERKTEN,AL HAOUZ,MARRAKECH,commune ZERKTEN  42075 AL HAOUZ,-7.380000000000000,31.384000000000000,28,1701,Al Haouz,526072
546,1367,70936,TADDART,ZERKTEN,AL HAOUZ,MARRAKECH,commune ZERKTEN  42076 AL HAOUZ,-7.394000000000000,31.359000000000002,28,1701,Al Haouz,526072
547,111,70600,IMI N TANOUNTE,IMINTANOUTE,CHICHAOUA,MARRAKECH,Av Hassan II Quartier Administratif 41052 IMINTANOUTE,-8.845000000000001,31.190999999999999,29,1702,Chichaoua,363729
548,184,70300,CHICHAOUA,CHICHAOUA,CHICHAOUA,MARRAKECH,Avenue Med V 41002 CHICHAOUA,-8.760000000000000,31.541000000000000,29,1702,Chichaoua,363729
549,352,68500,AIT HADI,AIT HADI,CHICHAOUA,MARRAKECH,Centre Ait Hadi   41102 CHICHAOUA,-8.782000000000000,31.390000000000001,29,1702,Chichaoua,363729
550,363,72900,ARBAA DOUIRANE,DOUIRANE,CHICHAOUA,MARRAKECH,Centre Arbaa Douirane   41202 CHICHAOUA,-8.757000000000000,31.238000000000000,29,1702,Chichaoua,363729
551,476,95500,SIDI MOKHTAR,SID L'MOKHTAR,CHICHAOUA,MARRAKECH,Centre Sidi Mokhtar   41152 CHICHAOUA,-9.023999999999999,31.571000000000002,29,1702,Chichaoua,363729
552,542,70638,AFALLA ISSEN,AFALLA ISSEN,CHICHAOUA,MARRAKECH,commune AFALLA ISSEN 41084 CHICHAOUA,-9.010000000000000,31.071000000000002,29,1702,Chichaoua,363729
553,575,70631,ASSERRATOU,AIN TAZITOUNTE,CHICHAOUA,MARRAKECH,commune AIN TAZITOUNTE  41072 CHICHAOUA,-8.891000000000000,31.131000000000000,29,1702,Chichaoua,363729
554,686,70131,ASSIF EL MAL,ASSIF EL MAL,CHICHAOUA,MARRAKECH,commune ASSIF EL MAL  42123 CHICHAOUA,-8.429000000000000,31.216000000000001,29,1702,Chichaoua,363729
555,742,70633,BOUABOUTE,BOUABOUT,CHICHAOUA,MARRAKECH,commune BOUABOUT  41073 CHICHAOUA,-9.180999999999999,31.271000000000001,29,1702,Chichaoua,363729
556,836,72931,GUEMASSA,GMASSA,CHICHAOUA,MARRAKECH,commune GMASSA  41223 CHICHAOUA,-8.391000000000000,31.411999999999999,29,1702,Chichaoua,363729
557,852,70637,ICHAMRAREN,ICHAMRAREN,CHICHAOUA,MARRAKECH,commune ICHAMRAREN 41083 CHICHAOUA,-9.170000000000000,31.088999999999999,29,1702,Chichaoua,363729
558,938,70632,LALLA AZIZA,LALLA AAZIZA,CHICHAOUA,MARRAKECH,commune LALLA AAZIZA  41074 CHICHAOUA,-8.699999999999999,31.082000000000001,29,1702,Chichaoua,363729
559,962,72932,HAD MJATT,MAJJAT,CHICHAOUA,MARRAKECH,commune MAJJAT  41224 CHICHAOUA,-8.513000000000000,31.356000000000002,29,1702,Chichaoua,363729
560,1026,72933,SEBT MZOUDA,M'ZOUDA,CHICHAOUA,MARRAKECH,commune M'ZOUDA  41225 CHICHAOUA,-8.585000000000001,31.294000000000000,29,1702,Chichaoua,363729
561,1049,70636,OUAD LBOUR,OUED L'BOUR,CHICHAOUA,MARRAKECH,commune OUED L'BOUR 41082 CHICHAOUA,-9.073000000000000,31.132000000000001,29,1702,Chichaoua,363729
562,1150,70332,SAIDATE,SAIDATE,CHICHAOUA,MARRAKECH,commune SAIDATE  41023 CHICHAOUA,-8.708000000000000,31.343000000000000,29,1702,Chichaoua,363729
563,1196,70330,ZAOUIA NOUACEUR,SIDI BOUZID ARRAGRAGUI,CHICHAOUA,MARRAKECH,commune SIDI BOUZID ARRAGRAGUI  41024 CHICHAOUA,-8.803000000000001,31.507000000000001,29,1702,Chichaoua,363729
564,1207,72930,BOULAOUANE,SIDI GHANEM,CHICHAOUA,MARRAKECH,commune SIDI GHANEM  41222 CHICHAOUA,-8.797000000000001,31.198000000000000,29,1702,Chichaoua,363729
565,1285,70634,TAOULOUKOUT,TAOULOUKOULT,CHICHAOUA,MARRAKECH,commune TAOULOUKOULT  41075 CHICHAOUA,-9.081000000000000,31.221000000000000,29,1702,Chichaoua,363729
566,1318,70640,TIMEZGUADIOUINE,TIMEZGADIOUINE,CHICHAOUA,MARRAKECH,commune TIMEZGADIOUINE  41076 CHICHAOUA,-9.044000000000001,30.888000000000002,29,1702,Chichaoua,363729
567,1358,72934,ZAOUIAT ANNAHLIA,ZAOUIA ANNAHLIA,CHICHAOUA,MARRAKECH,commune ZAOUIA ANNAHLIA  41226 CHICHAOUA,-8.678000000000001,31.242000000000001,29,1702,Chichaoua,363729
568,119,96100,BENGUERIR PPAL,BEN GUERIR,EL KELAA DES SRAGHNA,MARRAKECH,Av Mohamed V 43155 BEN GUERIR,-7.944000000000000,32.232999999999997,30,1703,El Kelâa des Sraghna,500385
569,418,95900,HAD RAS EL AIN,RAS AIN RHAMNA,EL KELAA DES SRAGHNA,MARRAKECH,Centre Had Ras El Ain   43202 EL KELAA DES SRAGHNA,-7.639000000000000,31.721000000000000,30,1703,El Kelâa des Sraghna,500385
570,447,96000,NZALATE LAADIM,NZALAT LAADAM,EL KELAA DES SRAGHNA,MARRAKECH,Centre NZALAT LAADAM 43302 EL KELAA DES SRAGHNA,-7.943000000000000,32.109000000000002,30,1703,El Kelâa des Sraghna,500385
571,471,95400,SIDI BOU OTHMANE,SIDI BOU OTHMANE,EL KELAA DES SRAGHNA,MARRAKECH,Centre SIDI BOU OTHMANE 43303 EL KELAA DES SRAGHNA,-7.943000000000000,31.904000000000000,30,1703,El Kelâa des Sraghna,500385
572,516,73400,TNINE BOUCHANE,BOUCHANE,EL KELAA DES SRAGHNA,MARRAKECH,Centre Tnine Bouchane Quartier Administratif 43154 EL KELAA DES SRAGHNA,-8.337000000000000,32.298999999999999,30,1703,El Kelâa des Sraghna,500385
573,523,70200,BENGUERIR VILLE,BEN GUERIR,EL KELAA DES SRAGHNA,MARRAKECH,Centre ville BEN GUERIR 43152,-7.946000000000000,32.241999999999997,30,1703,El Kelâa des Sraghna,500385
574,592,73432,AIT HAMMOU,AIT HAMMOU,EL KELAA DES SRAGHNA,MARRAKECH,commune AIT HAMMOU  43175 EL KELAA DES SRAGHNA,-8.180999999999999,32.234000000000002,30,1703,El Kelâa des Sraghna,500385
575,628,73430,JEMAA EL MA BARED,AIT TALEB,EL KELAA DES SRAGHNA,MARRAKECH,commune AIT TALEB  43172 EL KELAA DES SRAGHNA,-8.173000000000000,32.424999999999997,30,1703,El Kelâa des Sraghna,500385
576,636,95930,AKERMA,AKARMA,EL KELAA DES SRAGHNA,MARRAKECH,commune AKARMA  43222 EL KELAA DES SRAGHNA,-7.652000000000000,31.890999999999998,30,1703,El Kelâa des Sraghna,500385
577,887,70731,HAD JAAFRA,JAAFRA,EL KELAA DES SRAGHNA,MARRAKECH,commune JAAFRA  43422 EL KELAA DES SRAGHNA,-7.777000000000000,32.386000000000003,30,1703,El Kelâa des Sraghna,500385
578,888,95931,JAIDATE,JAIDATE,EL KELAA DES SRAGHNA,MARRAKECH,commune JAIDATE  43223 EL KELAA DES SRAGHNA,-7.674000000000000,31.701000000000001,30,1703,El Kelâa des Sraghna,500385
579,923,96130,SEBT BRIKYINE,LABRIKIYNE,EL KELAA DES SRAGHNA,MARRAKECH,commune LABRIKIYNE  43173 EL KELAA DES SRAGHNA,-8.065000000000000,32.317000000000000,30,1703,El Kelâa des Sraghna,500385
580,941,95433,LAMHARRA,LAMHARRA,EL KELAA DES SRAGHNA,MARRAKECH,commune LAMHARRA  43324 EL KELAA DES SRAGHNA,-7.667000000000000,31.988000000000000,30,1703,El Kelâa des Sraghna,500385
581,1036,70032,OULAD BELAAGUID,OUAHAT SIDI BRAHIM,MARRAKECH,MARRAKECH,commune OUAHAT SIDI BRAHIM 40063 MARRAKECH,-8.005000000000001,31.715000000000000,30,1703,El Kelâa des Sraghna,500385
582,1061,73431,OULAD AAMER TIZMARINE,OULAD AAMER TIZMARINE,EL KELAA DES SRAGHNA,MARRAKECH,commune OULAD AAMER TIZMARINE  43174 EL KELAA DES SRAGHNA,-8.436000000000000,32.290999999999997,30,1703,El Kelâa des Sraghna,500385
583,1096,96131,OULAD HASSOUNE HAMRI,OULAD HASSOUNE HAMRI,EL KELAA DES SRAGHNA,MARRAKECH,commune OULAD HASSOUNE HAMRI  43176 EL KELAA DES SRAGHNA,-7.947000000000000,32.338000000000001,30,1703,El Kelâa des Sraghna,500385
584,1098,95432,TNINE MHARA,OULAD IMLOUL,EL KELAA DES SRAGHNA,MARRAKECH,commune OULAD IMLOUL  43323 EL KELAA DES SRAGHNA,-7.829000000000000,31.992000000000001,30,1703,El Kelâa des Sraghna,500385
585,1164,70730,SIDI ABDALLAH,SIDI ABDALLAH,EL KELAA DES SRAGHNA,MARRAKECH,commune SIDI ABDALLAH  43423 EL KELAA DES SRAGHNA,-7.840000000000000,32.561000000000000,30,1703,El Kelâa des Sraghna,500385
586,1189,95431,SIDI BOUBKER,SIDI BOUBKER,EL KELAA DES SRAGHNA,MARRAKECH,commune SIDI BOUBKER  43322 EL KELAA DES SRAGHNA,-7.726000000000000,31.803999999999998,30,1703,El Kelâa des Sraghna,500385
587,1208,70732,SIDI GHANEM,SIDI GHANEM,EL KELAA DES SRAGHNA,MARRAKECH,commune SIDI GHANEM  43424 EL KELAA DES SRAGHNA,-7.999000000000000,32.738999999999997,30,1703,El Kelâa des Sraghna,500385
588,1595,70700,SKHOUR REHAMNA,SKHOUR REHAMNA,EL KELAA DES SRAGHNA,MARRAKECH,Route de Casa Hay Al Massira SKHOUR REHAMNA 43402 EL KELAA DES SRAGHNA,-7.914000000000000,32.476999999999997,30,1703,El Kelâa des Sraghna,500385
589,71,93000,ESSAOUIRA PPAL,ESSAOUIRA,ESSAOUIRA,MARRAKECH,Angle Bd Lalla Aicha et Bd Moukawama 44002 ESSAOUIRA,-9.767000000000000,31.510000000000002,31,1704,Essaouira,468533
590,99,94600,ESSAOUIRA GARE ROUTIERE,ESSAOUIRA,ESSAOUIRA,MARRAKECH,Av 2 Mars 44104 ESSAOUIRA,-9.760000000000000,31.516999999999999,31,1704,Essaouira,468533
591,251,93100,TAMANAR,TAMANAR,ESSAOUIRA,MARRAKECH,Bd Hassan II 44202 TAMANAR,-9.676600000000001,31.003499999999999,31,1704,Essaouira,468533
592,330,61300,AIT BAHA,AIT BAHA,CHTOUKA AIT BAHA,AGADIR,Boulevard Mohamed V Quartier Administratif 87103 AIT BAHA,-9.398800000000000,31.283000000000001,31,1704,Essaouira,468533
593,351,93700,AIT DAOUD,AIT DAOUD,ESSAOUIRA,MARRAKECH,Centre Ait Daoud 44352 AIT DAOUD,-9.346000000000000,31.088999999999999,31,1704,Essaouira,468533
594,364,90500,ARBAA IDA OUGOURD,AGUERD,ESSAOUIRA,MARRAKECH,Centre Arbaa Ida Ou Gourd 44005 ESSAOUIRA,-9.634000000000000,31.420999999999999,31,1704,Essaouira,468533
595,378,93600,BIZDAD,BIZDAD,ESSAOUIRA,MARRAKECH,Centre Bizdad 44252 ESSAOUIRA,-9.374000000000001,31.273000000000000,31,1704,Essaouira,468533
596,415,94800,HAD DRAA,HAD DRA,ESSAOUIRA,MARRAKECH,Centre Had Draa 44003 ESSAOUIRA,-9.539000000000000,31.581000000000000,31,1704,Essaouira,468533
597,485,93200,SMIMOU,SMIMOU,ESSAOUIRA,MARRAKECH,Centre Smimou 44053 ESSAOUIRA,-9.699999999999999,31.209000000000000,31,1704,Essaouira,468533
598,491,93400,TAFTECHT,TAFETACHTE,ESSAOUIRA,MARRAKECH,Centre Tafetacht 44102 ESSAOUIRA,-9.260000000000000,31.585000000000001,31,1704,Essaouira,468533
599,497,93500,TALMEST,TALMEST,ESSAOUIRA,MARRAKECH,Centre Talmest Quartier Administratif 44152 TALMEST,-9.356000000000000,31.823000000000000,31,1704,Essaouira,468533
600,513,93300,TLATA HANCHANE,EL HANCHANE,ESSAOUIRA,MARRAKECH,Centre Tleta Hanchane 44253 EL HANCHANE,-9.433999999999999,31.518999999999998,31,1704,Essaouira,468533
601,525,94900,ZAOUIA BEN HMIDA,ZAOUIAT BEN HMIDA,ESSAOUIRA,MARRAKECH,Centre Zaouiat Ben Hmida 44004 ESSAOUIRA,-9.329000000000001,31.742000000000001,31,1704,Essaouira,468533
602,671,93043,AKERMOUD,AQUERMOUD,ESSAOUIRA,MARRAKECH,commune AQUERMOUD  44126 ESSAOUIRA,-9.531000000000001,31.766999999999999,31,1704,Essaouira,468533
603,682,93730,ASSAIS,ASSAIS,ESSAOUIRA,MARRAKECH,commune ASSAIS 44083 ESSAOUIRA,-9.260000000000000,30.908999999999999,31,1704,Essaouira,468533
604,688,92532,ATOUABET,ATOUABET,SAFI,MARRAKECH,commune ATOUABET  46172 SAFI,-9.259000000000000,31.893999999999998,31,1704,Essaouira,468533
605,712,93630,TNINE IDA OU ZEMZEM,BIZDAD,ESSAOUIRA,MARRAKECH,commune BIZDAD  44275 ESSAOUIRA,-9.337999999999999,31.286999999999999,31,1704,Essaouira,468533
606,853,93233,IDA OUAZZA,IDA OU AAZZA,ESSAOUIRA,MARRAKECH,commune IDA OU AAZZA  44072 ESSAOUIRA,-9.736000000000001,31.155999999999999,31,1704,Essaouira,468533
607,857,93131,IDA OU GUELLOUL,IDA OU GUELLOUL,ESSAOUIRA,MARRAKECH,commune IDA OU GUELLOUL  44223 ESSAOUIRA,-9.690000000000000,30.949000000000002,31,1704,Essaouira,468533
608,858,93134,IDA OU KAZZOU,IDA OU KAZZOU,ESSAOUIRA,MARRAKECH,commune IDA OU KAZZOU  44226 ESSAOUIRA,-9.625999999999999,30.893000000000001,31,1704,Essaouira,468533
609,876,93232,TNINE IMI NTLIT,IMI N'TLIT,ESSAOUIRA,MARRAKECH,commune IMI N'TLIT  44076 ESSAOUIRA,-9.542000000000000,31.233000000000001,31,1704,Essaouira,468533
610,911,93332,SEBT KORIMATE,KORIMATE,ESSAOUIRA,MARRAKECH,commune KORIMATE  44272 ESSAOUIRA,-9.307000000000000,31.456000000000000,31,1704,Essaouira,468533
611,978,93432,MEJJI,MEJJI,ESSAOUIRA,MARRAKECH,commune MEJJI  44124 ESSAOUIRA,-9.331000000000000,31.568000000000001,31,1704,Essaouira,468533
612,984,93631,KHEMIS MESKALA,MESKALA,ESSAOUIRA,MARRAKECH,commune MESKALA  44274 ESSAOUIRA,-9.412000000000001,31.399000000000001,31,1704,Essaouira,468533
613,1004,93335,MOUARID,MOUARID,ESSAOUIRA,MARRAKECH,commune MOUARID  44276 ESSAOUIRA,-9.169000000000001,31.402000000000001,31,1704,Essaouira,468533
